Episodes,Emition_Date,Users,Rank,Title,Score
TV (75 eps),Oct 2013 - Mar 2015,"242,353",287,Diamond no Ace,8.11
TV (51 eps),Oct 2003 - Oct 2004,"1,458,340",288,Fullmetal Alchemist,8.11
TV (25 eps),Oct 2007 - Mar 2008,"218,629",289,Kidou Senshi Gundam 00,8.11
TV (10 eps),Jan 2016 - Mar 2016,"1,929,007",290,Kono Subarashii Sekai ni Shukufuku wo!,8.11
TV (11 eps),Oct 2010 - Dec 2010,"235,042",291,Kuragehime,8.11
TV (26 eps),Apr 1978 - Oct 1978,"49,963",292,Mirai Shounen Conan,8.11
TV (13 eps),Oct 2012 - Dec 2012,"646,933",293,Kamisama Hajimemashita,8.10
TV (24 eps),Jan 2010 - Jun 2010,"1,394,499",294,Durarara!!,8.10
TV (12 eps),Apr 2020 - Jun 2020,"206,656",295,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.10
TV (14 eps),Nov 2012 - May 2013,"147,117",296,Initial D Fifth Stage,8.10
TV (24 eps),Apr 2014 - Sep 2014,"1,197,930",297,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.10
TV (13 eps),Jan 2023 - Mar 2023,"52,276",298,Tsurune: Tsunagari no Issha,8.10
TV (4 eps),Dec 2014 - Dec 2014,"414,509",299,Tsukimonogatari,8.09
TV (13 eps),Jan 2024 -,"257,746",300,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,8.09
TV (11 eps),Jul 2014 - Sep 2014,"1,154,087",301,Zankyou no Terror,8.09
TV (13 eps),Jul 2022 - Sep 2022,"506,353",302,Overlord IV,8.09
TV (13 eps),Jul 1998 - Sep 1998,"760,782",303,Serial Experiments Lain,8.09
TV (25 eps),Apr 2017 - Sep 2017,"2,487,211",304,Boku no Hero Academia 2nd Season,8.09
TV (11 eps),Jul 2013 - Sep 2013,"291,275",305,Gin no Saji,8.09
TV (22 eps),Jan 2015 - Jun 2015,"1,987,557",306,Ansatsu Kyoushitsu,8.08
TV (20 eps),Oct 2022 - Mar 2023,"267,679",307,Fumetsu no Anata e Season 2,8.08
TV (75 eps),Oct 2001 - Mar 2003,"137,254",308,Hikaru no Go,8.08
TV (13 eps),Jul 2016 - Sep 2016,"1,124,964",309,Shokugeki no Souma: Ni no Sara,8.08
TV (25 eps),Oct 2008 - Mar 2009,"267,543",310,Skip Beat!,8.08
TV (12 eps),Oct 2023 - Dec 2023,"418,630",311,Spy x Family Season 2,8.08
TV (12 eps),Apr 2017 - Jun 2017,"64,063",312,Uchouten Kazoku 2,8.08
TV (13 eps),Jan 2021 - Mar 2021,"50,048",313,Uma Musume: Pretty Derby Season 2,8.08
TV (12 eps),Jul 2019 - Sep 2019,"298,305",314,Kanata no Astra,8.08
TV (25 eps),Oct 2008 - Mar 2009,"150,423",315,Kidou Senshi Gundam 00 Second Season,8.08
TV (13 eps),Apr 2023 - Jul 2023,"195,613",316,Kimi wa Houkago Insomnia,8.08
TV (12 eps),Jan 2024 -,"175,693",317,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,8.08
TV (12 eps),Apr 2014 - Jun 2014,"2,368,775",318,No Game No Life,8.07
TV (24 eps),Oct 2012 - Mar 2013,"1,235,110",319,Sakura-sou no Pet na Kanojo,8.07
TV (10 eps),Apr 2022 - Jun 2022,"149,858",320,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.07
TV (22 eps),Apr 2012 - Sep 2012,"1,356,395",321,Hyouka,8.07
TV (25 eps),Oct 2008 - Mar 2009,"2,180,403",322,Toradora!,8.07
TV (24 eps),Oct 2014 - Mar 2015,"138,803",323,Yowamushi Pedal: Grande Road,8.06
TV (102 eps),Apr 1996 - Mar 1998,"68,218",324,Kodomo no Omocha (TV),8.06
TV (25 eps),Apr 2012 - Sep 2012,"1,190,924",325,Kuroko no Basket,8.06
TV (10 eps),Jul 2014 - Sep 2014,"399,826",326,Kuroshitsuji: Book of Circus,8.06
TV (24 eps),Oct 2017 - Mar 2018,"915,800",327,Mahoutsukai no Yome,8.06
TV (13 eps),Apr 2010 - Jun 2010,"2,055,191",328,Angel Beats!,8.06
TV (63 eps),Apr 1988 - Jul 1989,"26,593",329,City Hunter 2,8.06
TV (25 eps),Apr 2007 - Sep 2007,"939,266",330,Darker than Black: Kuro no Keiyakusha,8.06
TV (12 eps),Jan 2021 - Mar 2021,"699,741",331,5-toubun no Hanayome ∬,8.05
TV (12 eps),Jan 2020 - Mar 2020,"536,891",332,Dorohedoro,8.05
TV (12 eps),Jan 2016 - Mar 2016,"376,073",333,Durarara!!x2 Ketsu,8.05
TV (24 eps),Jan 2011 - Jul 2011,"544,595",334,Gosick,8.05
TV (12 eps),Apr 2017 - Jun 2017,"536,869",335,Tsuki ga Kirei,8.05
TV (12 eps),Jan 2021 - Apr 2021,"147,276",336,World Trigger 2nd Season,8.05
TV (25 eps),Oct 2015 - Mar 2016,"240,235",337,Kidou Senshi Gundam: Tekketsu no Orphans,8.05
TV (50 eps),Apr 2005 - Apr 2006,"433,191",338,Koukyoushihen Eureka Seven,8.05
TV (50 eps),Oct 2006 - Sep 2007,"300,131",339,Shijou Saikyou no Deshi Kenichi,8.05
TV (12 eps),Jul 2019 - Sep 2019,"328,025",340,Karakai Jouzu no Takagi-san 2,8.04
TV (12 eps),Apr 2022 - Jun 2022,"466,810",341,"Komi-san wa, Comyushou desu. 2nd Season",8.04
TV (21 eps),Apr 2021 - Sep 2021,"311,216",342,Mairimashita! Iruma-kun 2nd Season,8.04
TV (51 eps),Apr 2005 - Mar 2006,"39,373",343,Glass no Kamen (2005),8.04
TV (24 eps),Oct 2013 - Mar 2014,"1,704,739",344,Kill la Kill,8.03
TV (24 eps),Apr 2007 - Sep 2007,"583,584",345,Lovely★Complex,8.03
TV (24 eps),Oct 2014 - Mar 2015,"843,312",346,Akatsuki no Yona,8.03
TV (13 eps),Jan 2020 - Apr 2020,"36,315",347,BanG Dream! 3rd Season,8.03
TV (12 eps),Apr 2006 - Jun 2006,"994,969",348,Black Lagoon,8.03
TV (26 eps),May 2007 - Dec 2007,"146,386",349,Dennou Coil,8.03
TV (12 eps),Aug 2003 - Nov 2003,"294,623",350,Full Metal Panic? Fumoffu,8.03
TV (25 eps),Oct 2002 - Mar 2003,"15,694",351,Hanada Shounen-shi,8.03
TV (25 eps),Apr 2018 - Sep 2018,"2,155,988",352,Boku no Hero Academia 3rd Season,8.02
TV (21 eps),Apr 1986 - Aug 1986,"26,899",353,Ginga Nagareboshi Gin,8.02
TV (45 eps),Apr 2002 - Aug 2003,"150,461",354,Juuni Kokuki,8.02
TV (12 eps),Jan 2021 - Apr 2021,"547,591",355,SK∞,8.02
TV (26 eps),Apr 1996 - Sep 1996,"70,104",356,Slayers Next,8.02
TV (39 eps),Apr 2007 - Mar 2008,"40,981",357,Saiunkoku Monogatari 2nd Season,8.02
TV (25 eps),Oct 2009 - Mar 2010,"931,559",358,Kimi ni Todoke,8.01
TV (25 eps),Oct 2012 - Mar 2013,"1,033,467",359,Magi: The Labyrinth of Magic,8.01
TV (12 eps),Jan 2021 - Mar 2021,"16,233",360,Pui Pui Molcar,8.01
TV (12 eps),Oct 2023 - Dec 2023,"43,733",361,Atarashii Joushi wa Do Tennen,8.01
TV (26 eps),Apr 2002 - Oct 2002,"351,515",362,Azumanga Daiou The Animation,8.01
TV (25 eps),Apr 2015 - Sep 2015,"90,348",363,Baby Steps 2nd Season,8.01
TV (103 eps),Oct 2006 - Sep 2008,"687,190",364,D.Gray-man,8.01
TV (24 eps),Apr 2013 - Sep 2013,"385,336",365,Toaru Kagaku no Railgun S,8.01
TV (11 eps),Jul 2009 - Sep 2009,"295,440",366,Tokyo Magnitude 8.0,8.01
TV (12 eps),Apr 2021 - Jun 2021,"212,085",367,Zombieland Saga Revenge,8.01
TV (12 eps),Oct 2017 - Dec 2017,"963,485",368,Shokugeki no Souma: San no Sara,8.00
TV (101 eps),Mar 1985 - Mar 1987,"35,508",369,Touch,8.00
TV (13 eps),Apr 2013 - Jun 2013,"1,415,998",370,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.00
TV (26 eps),Apr 2010 - Sep 2010,"1,235,351",371,Kaichou wa Maid-sama!,8.00
TV (12 eps),Jul 2013 - Sep 2013,"343,672",372,Kami nomi zo Shiru Sekai: Megami-hen,8.00
TV (12 eps),Jul 2022 - Sep 2022,"116,195",373,Shadows House 2nd Season,8.00
TV (12 eps),Oct 2008 - Dec 2008,"164,136",374,ef: A Tale of Melodies.,8.00
TV (13 eps),Apr 2015 - Jul 2015,"451,789",375,Hibike! Euphonium,8.00
TV (23 eps),Oct 2007 - Mar 2008,"1,402,101",376,Clannad,7.99
TV (24 eps),Apr 2005 - Sep 2005,"266,352",377,Hachimitsu to Clover,7.99
TV (14 eps),Oct 2019 - Dec 2019,"301,267",378,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,7.99
TV (39 eps),Apr 2011 - Jan 2012,"28,143",379,Hyouge Mono,7.99
TV (220 eps),Oct 2002 - Feb 2007,"2,813,483",380,Naruto,7.99
TV (24 eps),Apr 2023 - Sep 2023,"66,425",381,Niehime to Kemono no Ou,7.99
TV (12 eps),Apr 2020 - Jun 2020,"325,527",382,Kakushigoto,7.98
TV (12 eps),Jan 2011 - Mar 2011,"474,726",383,Kimi ni Todoke 2nd Season,7.98
TV (26 eps),Apr 2006 - Sep 2006,"161,053",384,School Rumble Ni Gakki,7.98
TV (12 eps),Jan 2021 - Mar 2021,"115,038",385,Bungou Stray Dogs Wan!,7.98
TV (12 eps),Jan 2015 - Mar 2015,"480,235",386,Durarara!!x2 Shou,7.98
TV (24 eps),Apr 2006 - Sep 2006,"318,397",387,xxxHOLiC,7.98
TV (13 eps),Jul 2022 - Sep 2022,"564,912",388,Yofukashi no Uta,7.98
TV (12 eps),Oct 2020 - Dec 2020,"210,013",389,Maoujou de Oyasumi,7.97
TV (13 eps),Apr 2010 - Jun 2010,"44,423",390,Ookiku Furikabutte: Natsu no Taikai-hen,7.97
TV (13 eps),Jul 2016 - Sep 2016,"1,024,465",391,ReLIFE,7.97
TV (12 eps),Jan 2016 - Mar 2016,"356,011",392,Akagami no Shirayuki-hime 2nd Season,7.97
TV (12 eps),Jul 2015 - Sep 2015,"392,858",393,Durarara!!x2 Ten,7.97
TV (13 eps),Oct 2002 - Dec 2002,"283,581",394,Haibane Renmei,7.97
TV (153 eps),Feb 1986 - Apr 1989,"1,023,795",395,Dragon Ball,7.96
TV (9 eps),Oct 2019 - Dec 2019,"135,508",396,High Score Girl II,7.96
TV (109 eps),Oct 1984 - Mar 1987,"130,115",397,Hokuto no Ken,7.96
TV (25 eps),Jan 2019 - Jun 2019,"1,564,730",398,Tate no Yuusha no Nariagari,7.96
TV (13 eps),Jul 2015 - Sep 2015,"246,712",399,Working!!!,7.96
TV (12 eps),Jan 2017 - Mar 2017,"905,450",400,Youjo Senki,7.96
TV (13 eps),Oct 2005 - Dec 2005,"64,875",401,Mahou Shoujo Lyrical Nanoha A's,7.96
TV (26 eps),Oct 2013 - Apr 2014,"597,797",402,Nagi no Asu kara,7.96
TV (25 eps),Oct 2023 -,"184,580",403,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",7.96
TV (24 eps),Oct 2006 - Mar 2007,"270,075",404,Kanon (2006),7.95
TV (12 eps),Apr 2023 - Jul 2023,"83,075",405,Kidou Senshi Gundam: Suisei no Majo Season 2,7.95
TV (24 eps),Oct 2009 - Mar 2010,"166,020",406,Kobato.,7.95
TV (13 eps),Jan 2017 - Apr 2017,"1,219,095",407,Kobayashi-san Chi no Maid Dragon,7.95
TV (12 eps),Jul 2021 - Oct 2021,"67,779",408,Love Live! Superstar!!,7.95
TV (12 eps),Jan 2014 - Mar 2014,"2,137,512",409,Noragami,7.95
TV (34 eps),Mar 1996 - Feb 1997,"112,280",410,Bishoujo Senshi Sailor Moon: Sailor Stars,7.95
TV (12 eps),Apr 2018 - Jun 2018,"713,139",411,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.95
TV (24 eps),Apr 2021 - Sep 2021,"1,225,715",412,Tokyo Revengers,7.95
TV (26 eps),Oct 1978 - Apr 1979,"20,247",413,Takarajima,7.94
TV (11 eps),Apr 2018 - Jun 2018,"969,603",414,Wotaku ni Koi wa Muzukashii,7.94
TV (148 eps),Apr 1997 - Sep 2000,"30,712",415,Kindaichi Shounen no Jikenbo,7.94
TV (24 eps),Jul 2011 - Dec 2011,"298,361",416,Mawaru Penguindrum,7.94
TV (12 eps),Oct 2013 - Dec 2013,"422,813",417,Non Non Biyori,7.94
TV (24 eps),Jul 2011 - Dec 2011,"162,291",418,Nurarihyon no Mago: Sennen Makyou,7.94
TV (26 eps),Apr 2009 - Sep 2009,"332,657",419,Phantom: Requiem for the Phantom,7.94
TV (21 eps),Oct 2019 - Mar 2020,"277,564",420,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94
TV (52 eps),Apr 2002 - Mar 2003,"108,887",421,Full Moon wo Sagashite,7.94
TV (366 eps),Oct 2004 - Mar 2012,"1,935,991",422,Bleach,7.93
TV (12 eps),Oct 2012 - Dec 2012,"23,658",423,Hidamari Sketch x Honeycomb,7.93
TV (38 eps),Oct 2013 - Jul 2014,"231,136",424,Yowamushi Pedal,7.93
TV (51 eps),Apr 2003 - Mar 2004,"85,102",425,Kaleido Star,7.93
TV (13 eps),Apr 2019 - Jun 2019,"300,233",426,Kono Oto Tomare!,7.93
TV (25 eps),Oct 2015 - Mar 2016,"171,247",427,Osomatsu-san,7.93
TV (13 eps),Apr 2012 - Jun 2012,"88,062",428,Kimi to Boku. 2,7.92
TV (25 eps),Oct 2013 - Mar 2014,"1,106,774",429,Log Horizon,7.92
TV (4 eps),Dec 2012 - Dec 2012,"549,441",430,Nekomonogatari: Kuro,7.92
TV (13 eps),Jul 2018 - Oct 2018,"892,241",431,Overlord III,7.92
TV (13 eps),Jul 2005 - Oct 2005,"259,495",432,Full Metal Panic! The Second Raid,7.92
TV (12 eps),Oct 2020 - Dec 2020,"62,954",433,Gochuumon wa Usagi desu ka? Bloom,7.92
TV (5 eps),Aug 2014 - Aug 2014,"424,043",434,Hanamonogatari,7.92
TV (26 eps),Oct 2005 - Mar 2006,"102,843",435,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.92
TV (69 eps),Oct 2004 - Mar 2006,"97,524",436,Yakitate!! Japan,7.91
TV (12 eps),Oct 2015 - Dec 2015,"123,939",437,Yuru Yuri San☆Hai!,7.91
TV (38 eps),Jun 2012 - Feb 2013,"214,543",438,Kingdom,7.91
TV (11 eps),Oct 2009 - Dec 2009,"93,194",439,Kuuchuu Buranko,7.91
TV (13 eps),Jul 2015 - Sep 2015,"1,568,785",440,Overlord,7.91
TV (13 eps),Apr 2015 - Jun 2015,"933,249",441,Plastic Memories,7.91
TV (51 eps),Apr 1987 - Mar 1988,"79,691",442,City Hunter,7.91
TV (145 eps),Apr 2005 - Mar 2008,"181,992",443,Eyeshield 21,7.91
TV (52 eps),Apr 1994 - Mar 1995,"15,563",444,Ginga Sengoku Gunyuuden Rai,7.91
TV (49 eps),Feb 2018 - Jan 2019,"16,450",445,Hug tto! Precure,7.91
TV (38 eps),Mar 1994 - Feb 1995,"145,672",446,Bishoujo Senshi Sailor Moon S,7.90
TV (23 eps),Feb 2006 - Aug 2006,"641,499",447,Ergo Proxy,7.90
TV (12 eps),Jan 2018 - Mar 2018,"334,727",448,Gakuen Babysitters,7.90
TV (26 eps),Apr 2011 - Sep 2011,"329,547",449,Hanasaku Iroha,7.90
TV (49 eps),Feb 2010 - Jan 2011,"31,941",450,Heartcatch Precure!,7.90
TV (12 eps),Jan 2010 - Mar 2010,"27,771",451,Hidamari Sketch x ☆☆☆,7.90
TV (12 eps),Oct 2012 - Dec 2012,"191,135",452,Jormungand: Perfect Order,7.90
TV (13 eps),Jul 2023 - Sep 2023,"132,138",453,Undead Girl Murder Farce,7.90
TV (12 eps),Jul 2021 - Sep 2021,"519,717",454,Vanitas no Karte,7.90
TV (12 eps),Oct 2016 - Dec 2016,"876,101",455,Yuri!!! on Ice,7.90
TV (12 eps),Oct 2023 - Dec 2023,"45,051",456,Yuzuki-san Chi no Yonkyoudai.,7.90
TV (24 eps),Oct 2012 - Mar 2013,"593,386",457,Zetsuen no Tempest,7.90
TV (12 eps),Jul 2023 - Dec 2023,"471,521",458,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.90
TV (50 eps),Mar 1985 - Feb 1986,"74,225",459,Kidou Senshi Zeta Gundam,7.90
TV (24 eps),Apr 2015 - Sep 2015,"667,447",460,Ore Monogatari!!,7.90
TV (50 eps),Apr 2012 - Mar 2013,"94,127",461,Shirokuma Cafe,7.90
TV (52 eps),Jan 2007 - Dec 2007,"29,231",462,Les Misérables: Shoujo Cosette,7.89
TV (24 eps),Oct 2015 - Mar 2016,"70,549",463,Lupin III (2015),7.89
TV (36 eps),Oct 1982 - Jun 1983,"109,153",464,Macross,7.89
TV (25 eps),Apr 2008 - Sep 2008,"146,219",465,Macross F,7.89
TV (39 eps),Apr 2006 - Feb 2007,"95,953",466,Saiunkoku Monogatari,7.89
TV (26 eps),Oct 2003 - Mar 2004,"138,096",467,Sakigake!! Cromartie Koukou,7.89
TV (26 eps),Oct 2004 - Mar 2005,"326,016",468,School Rumble,7.89
TV (25 eps),Oct 2019 - Apr 2020,"1,697,802",469,Boku no Hero Academia 4th Season,7.89
TV (12 eps),Oct 2016 - Dec 2016,"561,590",470,Drifters,7.89
TV (23 eps),Sep 1996 - Mar 1997,"20,528",471,Ie Naki Ko Remy,7.89
TV (13 eps),Apr 2016 - Jun 2016,"131,486",472,Ushio to Tora (TV) 2nd Season,7.89
TV (13 eps),Oct 2018 - Dec 2018,"335,081",473,Yagate Kimi ni Naru,7.89
TV (13 eps),Jan 2008 - Mar 2008,"131,729",474,Zoku Sayonara Zetsubou Sensei,7.89
TV (13 eps),Jan 2014 - Mar 2014,"352,627",475,Space☆Dandy,7.88
TV (12 eps),Oct 2020 - Dec 2020,"728,802",476,Tonikaku Kawaii,7.88
TV (12 eps),Oct 2022 - Jan 2023,"147,999",477,Kidou Senshi Gundam: Suisei no Majo,7.88
TV (12 eps),Oct 2021 - Dec 2021,"863,950",478,"Komi-san wa, Comyushou desu.",7.88
TV (12 eps),Jan 2024 -,"66,617",479,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7.88
TV (13 eps),Apr 2018 - Jun 2018,"503,486",480,Megalo Box,7.88
TV (25 eps),Apr 2007 - Sep 2007,"99,873",481,Ookiku Furikabutte,7.88
TV (13 eps),Oct 2022 - Dec 2022,"38,276",482,Berserk: Ougon Jidai-hen - Memorial Edition,7.88
TV (12 eps),Oct 2007 - Dec 2007,"254,734",483,ef: A Tale of Memories.,7.88
TV (12 eps),Apr 2018 - Jun 2018,"383,051",484,Golden Kamuy,7.88
TV (26 eps),Apr 2006 - Sep 2006,"798,603",485,Higurashi no Naku Koro ni,7.88
TV (13 eps),Oct 2017 - Dec 2017,"46,833",486,Hoozuki no Reitetsu 2nd Season,7.88
TV (26 eps),Oct 2006 - Apr 2007,"160,700",487,Jigoku Shoujo Futakomori,7.88
TV (26 eps),Oct 2012 - Apr 2013,"1,636,643",488,JoJo no Kimyou na Bouken (TV),7.88
TV (13 eps),Apr 2016 - Jun 2016,"2,980,029",489,Boku no Hero Academia,7.87
TV (24 eps),Oct 2022 - Mar 2023,"88,442",490,Cool Doji Danshi,7.87
TV (24 eps),Apr 2007 - Sep 2007,"61,620",491,Terra e... (TV),7.87
TV (13 eps),Jul 2009 - Sep 2009,"106,863",492,Zan Sayonara Zetsubou Sensei,7.87
TV (12 eps),Apr 2011 - Jun 2011,"388,078",493,Kami nomi zo Shiru Sekai II,7.87
TV (12 eps),Oct 2023 - Dec 2023,"177,563",494,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,7.87
TV (12 eps),Oct 2023 - Dec 2023,"77,867",495,Mahoutsukai no Yome Season 2 Part 2,7.87
TV (26 eps),Jan 1993 - Jul 1993,"49,398",496,Musekinin Kanchou Tylor,7.87
TV (12 eps),Apr 2022 - Jul 2022,"66,122",497,Machikado Mazoku: 2-choume,7.86
TV (24 eps),Oct 2014 - Mar 2015,"123,748",498,Magic Kaito 1412,7.86
TV (12 eps),Oct 2005 - Dec 2005,"223,504",499,Paradise Kiss,7.86
TV (12 eps),Jul 2007 - Sep 2007,"343,016",500,Sayonara Zetsubou Sensei,7.86
TV (24 eps),Apr 2019 - Oct 2019,"324,825",501,Carole & Tuesday,7.86
TV (51 eps),Oct 1977 - Oct 1978,"15,718",502,Ie Naki Ko,7.86
TV (167 eps),Oct 2000 - Sep 2004,"788,854",503,InuYasha,7.86
TV (13 eps),Apr 2009 - Jun 2009,"1,041,520",504,K-On!,7.86
TV (12 eps),Jul 2017 - Sep 2017,"1,230,837",505,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,7.86
TV (178 eps),Oct 2001 - Mar 2005,"182,692",506,Tennis no Oujisama,7.85
TV (25 eps),Apr 2011 - Sep 2011,"225,875",507,Tiger & Bunny,7.85
TV (13 eps),Oct 2023 - Dec 2023,"161,870",508,Tokyo Revengers: Tenjiku-hen,7.85
TV (60 eps),Jan 2011 - Mar 2012,"591,441",509,Beelzebub,7.85
TV (11 eps),Apr 2022 - Jun 2022,"82,257",510,Dance Dance Danseur,7.85
TV (13 eps),Apr 2018 - Jul 2018,"28,820",511,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85
TV (12 eps),Jan 2020 - Mar 2020,"583,687",512,Jibaku Shounen Hanako-kun,7.84
TV (51 eps),Apr 2008 - Mar 2009,"1,608,674",513,Soul Eater,7.84
TV (12 eps),Jan 2023 - Mar 2023,"169,662",514,Trigun Stampede,7.84
TV (50 eps),Oct 2009 - Sep 2010,"81,610",515,Yume-iro Pâtissière,7.84
TV (49 eps),Feb 1997 - Jan 1998,"21,702",516,Yuusha-Ou GaoGaiGar,7.84
TV (13 eps),Apr 2016 - Jul 2016,"475,913",517,Magi: Sinbad no Bouken (TV),7.84
TV (39 eps),Jul 1991 - May 1992,"46,723",518,Oniisama e...,7.84
TV (24 eps),Jan 1998 - Jun 1998,"154,824",519,Seihou Bukyou Outlaw Star,7.84
TV (22 eps),Oct 2008 - Mar 2009,"199,898",520,Michiko to Hatchin,7.83
TV (12 eps),Oct 2011 - Dec 2011,"156,068",521,Sekaiichi Hatsukoi 2,7.83
TV (12 eps),Jul 2016 - Oct 2016,"714,407",522,91 Days,7.83
TV (25 eps),Jul 2023 - Dec 2023,"119,080",523,Dark Gathering,7.83
TV (12 eps),Jul 2014 - Sep 2014,"919,473",524,Gekkan Shoujo Nozaki-kun,7.83
TV (50 eps),Feb 2015 - Jan 2016,"18,155",525,Go! Princess Precure,7.83
TV (13 eps),Jul 2008 - Sep 2008,"32,078",526,Hidamari Sketch x 365,7.83
TV (13 eps),Jan 2020 - Mar 2020,"364,014",527,Id:Invaded,7.83
TV (14 eps),Apr 2006 - Jul 2006,"910,769",528,Suzumiya Haruhi no Yuuutsu,7.83
TV (13 eps),Jul 2013 - Sep 2013,"166,780",529,Uchouten Kazoku,7.83
TV (12 eps),Jan 2020 - Mar 2020,"286,233",530,Somali to Mori no Kamisama,7.82
TV (12 eps),Apr 2016 - Jun 2016,"458,878",531,Tanaka-kun wa Itsumo Kedaruge,7.82
TV (12 eps),Apr 2012 - Jun 2012,"399,739",532,Tasogare Otome x Amnesia,7.82
TV (26 eps),Oct 2009 - Mar 2010,"8,054",533,Tentai Senshi Sunred 2nd Season,7.82
TV (13 eps),Oct 2011 - Dec 2011,"262,961",534,Working'!!,7.82
TV (13 eps),Apr 2023 - Jun 2023,"371,329",535,Yamada-kun to Lv999 no Koi wo Suru,7.82
TV (12 eps),Jul 2012 - Sep 2012,"184,840",536,Yuru Yuri♪♪,7.82
TV (12 eps),Jan 2023 - Mar 2023,"289,964",537,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.82
TV (12 eps),Oct 2019 - Dec 2019,"842,378",538,Beastars,7.82
TV (12 eps),Apr 2016 - Jun 2016,"1,370,161",539,Bungou Stray Dogs,7.82
TV (52 eps),Oct 2005 - Sep 2006,"27,131",540,Capeta,7.82
TV (1787 eps),Apr 1979 - Mar 2005,"62,159",541,Doraemon (1979),7.82
TV (26 eps),Oct 2003 - Mar 2004,"189,046",542,Gungrave,7.82
TV (35 eps),Jul 1996 - Mar 1997,"22,788",543,Akachan to Boku,7.81
TV (12 eps),Oct 2021 - Dec 2021,"454,154",544,Blue Period,7.81
TV (12 eps),Apr 2007 - Jul 2007,"27,212",545,Eikoku Koi Monogatari Emma: Molders-hen,7.81
TV (24 eps),Jul 2020 - Dec 2020,"754,194",546,Enen no Shouboutai: Ni no Shou,7.81
TV (24 eps),Oct 1983 - Mar 1984,"11,048",547,Igano Kabamaru,7.81
TV (13 eps),Jul 2022 - Mar 2023,"336,518",548,Isekai Ojisan,7.81
TV (26 eps),Apr 2001 - Sep 2001,"34,047",549,Jungle wa Itsumo Hare nochi Guu,7.81
TV (26 eps),Apr 1997 - Sep 1997,"54,772",550,Slayers Try,7.81
TV (13 eps),Jan 2023 - Mar 2023,"370,673",551,Tomo-chan wa Onnanoko!,7.81
TV (25 eps),Jan 2017 - Jun 2017,"637,594",552,Little Witch Academia (TV),7.81
TV (21 eps),Oct 2022 - Mar 2023,"181,890",553,Mairimashita! Iruma-kun 3rd Season,7.81
TV (24 eps),Jul 2017 - Dec 2017,"32,845",554,Mahoujin Guruguru (2017),7.80
TV (13 eps),Oct 2023 - Dec 2023,"60,774",555,Migi to Dali,7.80
TV (13 eps),Apr 2021 - Jul 2021,"243,333",556,Shadows House,7.80
TV (25 eps),Apr 2014 - Sep 2014,"145,970",557,Baby Steps,7.80
TV (13 eps),Oct 1989 - Jan 1990,"21,460",558,City Hunter 3,7.80
TV (12 eps),Apr 2012 - Jun 2012,"360,491",559,Jormungand,7.80
TV (24 eps),Oct 2023 -,"205,054",560,Undead Unluck,7.80
TV (12 eps),Jul 2023 - Sep 2023,"248,498",561,Watashi no Shiawase na Kekkon,7.80
TV (26 eps),Jan 2003 - Jul 2003,"326,007",562,Wolf's Rain,7.80
TV (12 eps),Jul 2021 - Oct 2021,"302,286",563,Sonny Boy,7.79
TV (12 eps),Oct 2021 - Dec 2021,"142,137",564,Taishou Otome Otogibanashi,7.79
TV (12 eps),Jul 2014 - Sep 2014,"2,783,695",565,Tokyo Ghoul,7.79
TV (373 eps),Jun 1996 - Dec 2004,"18,497",566,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.79
TV (26 eps),Apr 2003 - Sep 2003,"173,755",567,Last Exile,7.79
TV (10 eps),Jul 2001 - Sep 2001,"23,707",568,Seikai no Senki II,7.79
TV (12 eps),Jan 2021 - Mar 2021,"433,672",569,Beastars 2nd Season,7.79
TV (113 eps),Sep 1978 - Mar 1981,"37,675",570,Ginga Tetsudou 999,7.79
TV (50 eps),Jan 1979 - Dec 1979,"32,725",571,Akage no Anne,7.78
TV (? eps),Apr 1992 -,"82,670",572,Crayon Shin-chan,7.78
TV (12 eps),Apr 2018 - Jun 2018,"84,899",573,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.78
TV (11 eps),Jan 2022 - Mar 2022,"78,456",574,Heike Monogatari,7.78
TV (12 eps),Oct 2017 - Dec 2017,"432,992",575,Kekkai Sensen & Beyond,7.78
